Image,Correct_Class,Confidence
3_czechrepublic_224x224.jpg,czechrepublic,0.005369229
4_czechrepublic_224x224.jpg,czechrepublic,0.064965114
5_czechrepublic_224x224.jpg,czechrepublic,0.11987481
6_czechrepublic_224x224.jpg,czechrepublic,0.0017007123
7_czechrepublic_224x224.jpg,czechrepublic,0.04281848
8_czechrepublic_224x224.jpg,czechrepublic,0.15029678
9_czechrepublic_224x224.jpg,czechrepublic,0.046581153
10_denmark_224x224.jpg,denmark,0.3023264
11_denmark_224x224.jpg,denmark,0.008473922
12_denmark_224x224.jpg,denmark,0.4177123
1_denmark_224x224.jpg,denmark,0.11702564
2_denmark_224x224.jpg,denmark,0.05761388
3_denmark_224x224.jpg,denmark,0.21471101
4_denmark_224x224.jpg,denmark,0.31607893
5_denmark_224x224.jpg,denmark,0.028389921
6_denmark_224x224.jpg,denmark,0.112957865
7_denmark_224x224.jpg,denmark,0.051469892
8_denmark_224x224.jpg,denmark,0.41177246
9_denmark_224x224.jpg,denmark,0.69186497
10_estonia_224x224.jpg,estonia,0.8831211
11_estonia_224x224.jpg,estonia,0.77836025
12_estonia_224x224.jpg,estonia,0.5422826
1_estonia_224x224.jpg,estonia,0.33230376
2_estonia_224x224.jpg,estonia,0.17816113
3_estonia_224x224.jpg,estonia,0.14309135
4_estonia_224x224.jpg,estonia,0.04981848
5_estonia_224x224.jpg,estonia,0.038387604
6_estonia_224x224.jpg,estonia,0.040623337
7_estonia_224x224.jpg,estonia,0.3440195
8_estonia_224x224.jpg,estonia,0.44590417
9_estonia_224x224.jpg,estonia,0.1344604
10_finland_224x224.jpg,finland,0.9461918
11_finland_224x224.jpg,finland,0.01013019
12_finland_224x224.jpg,finland,0.77142745
1_finland_224x224.jpg,finland,0.7904586
2_finland_224x224.jpg,finland,0.1459907
3_finland_224x224.jpg,finland,0.5450681
4_finland_224x224.jpg,finland,0.099786185
5_finland_224x224.jpg,finland,0.14240882
6_finland_224x224.jpg,finland,0.6208005
7_finland_224x224.jpg,finland,0.6053159
8_finland_224x224.jpg,finland,0.132224
9_finland_224x224.jpg,finland,0.67467755
10_france_224x224.jpg,france,0.17766458
11_france_224x224.jpg,france,0.13072382
12_france_224x224.jpg,france,0.25043133
1_france_224x224.jpg,france,0.058407005
2_france_224x224.jpg,france,0.09801285
3_france_224x224.jpg,france,0.16434409
4_france_224x224.jpg,france,0.2559222
5_france_224x224.jpg,france,0.19385529
6_france_224x224.jpg,france,0.058227748
7_france_224x224.jpg,france,0.12940434
8_france_224x224.jpg,france,0.056394566
9_france_224x224.jpg,france,0.10083864
10_germany_224x224.jpg,germany,0.003088122
11_germany_224x224.jpg,germany,0.00013940527
12_germany_224x224.jpg,germany,0.8601309
1_germany_224x224.jpg,germany,0.45806548
2_germany_224x224.jpg,germany,0.94030285
3_germany_224x224.jpg,germany,0.22010382
4_germany_224x224.jpg,germany,0.0038533092
5_germany_224x224.jpg,germany,0.7792695
6_germany_224x224.jpg,germany,0.011120145
7_germany_224x224.jpg,germany,0.015144906
8_germany_224x224.jpg,germany,0.089761615
9_germany_224x224.jpg,germany,0.070231564
10_greece_224x224.jpg,greece,0.10465787
11_greece_224x224.jpg,greece,0.2530682
12_greece_224x224.jpg,greece,0.4203918
1_greece_224x224.jpg,greece,0.064785354
2_greece_224x224.jpg,greece,5.6304532e-05
3_greece_224x224.jpg,greece,0.00078158395
4_greece_224x224.jpg,greece,0.051514678
5_greece_224x224.jpg,greece,0.15124631
6_greece_224x224.jpg,greece,0.28977084
7_greece_224x224.jpg,greece,0.060605902
8_greece_224x224.jpg,greece,0.047553025
9_greece_224x224.jpg,greece,0.049400687
10_hungary_224x224.jpg,hungary,0.024304824
11_hungary_224x224.jpg,hungary,0.15971483
12_hungary_224x224.jpg,hungary,0.11766499
1_hungary_224x224.jpg,hungary,0.27928868
2_hungary_224x224.jpg,hungary,0.049716763
3_hungary_224x224.jpg,hungary,0.07856138
4_hungary_224x224.jpg,hungary,0.0049611805
5_hungary_224x224.jpg,hungary,0.3471987
6_hungary_224x224.jpg,hungary,0.9997589
7_hungary_224x224.jpg,hungary,0.008101856
8_hungary_224x224.jpg,hungary,0.07732268
9_hungary_224x224.jpg,hungary,0.2333634
10_iceland_224x224.jpg,iceland,0.99990034
11_iceland_224x224.jpg,iceland,1.0
12_iceland_224x224.jpg,iceland,0.9998803
1_iceland_224x224.jpg,iceland,1.0
2_iceland_224x224.jpg,iceland,1.0
3_iceland_224x224.jpg,iceland,0.9999784
4_iceland_224x224.jpg,iceland,0.99987316
5_iceland_224x224.jpg,iceland,0.9937907
6_iceland_224x224.jpg,iceland,0.99974376
7_iceland_224x224.jpg,iceland,0.20434366
8_iceland_224x224.jpg,iceland,0.999959
9_iceland_224x224.jpg,iceland,0.7836483
10_italy_224x224.jpg,italy,0.043302532
11_italy_224x224.jpg,italy,0.012213965
12_italy_224x224.jpg,italy,0.26153377
1_italy_224x224.jpg,italy,0.10099868
2_italy_224x224.jpg,italy,0.046319805
3_italy_224x224.jpg,italy,0.3193563
4_italy_224x224.jpg,italy,0.110719875
5_italy_224x224.jpg,italy,0.10336317
6_italy_224x224.jpg,italy,0.19577157
7_italy_224x224.jpg,italy,0.012609187
8_italy_224x224.jpg,italy,0.0978431
9_italy_224x224.jpg,italy,0.014051674
10_latvia_224x224.jpg,latvia,0.4554911
11_latvia_224x224.jpg,latvia,0.19067557
12_latvia_224x224.jpg,latvia,0.16665596
1_latvia_224x224.jpg,latvia,0.16990647
2_latvia_224x224.jpg,latvia,0.68259364
3_latvia_224x224.jpg,latvia,0.07722452
4_latvia_224x224.jpg,latvia,0.040258404
5_latvia_224x224.jpg,latvia,0.22619009
6_latvia_224x224.jpg,latvia,0.41686642
7_latvia_224x224.jpg,latvia,0.58639276
8_latvia_224x224.jpg,latvia,0.2982645
9_latvia_224x224.jpg,latvia,0.3084809
10_lithuania_224x224.jpg,lithuania,0.17138286
11_lithuania_224x224.jpg,lithuania,0.07653841
12_lithuania_224x224.jpg,lithuania,0.14878842
1_lithuania_224x224.jpg,lithuania,0.60981053
2_lithuania_224x224.jpg,lithuania,0.35030848
3_lithuania_224x224.jpg,lithuania,0.79296523
4_lithuania_224x224.jpg,lithuania,0.115930416
5_lithuania_224x224.jpg,lithuania,0.49722812
6_lithuania_224x224.jpg,lithuania,0.3607881
7_lithuania_224x224.jpg,lithuania,0.53361917
8_lithuania_224x224.jpg,lithuania,0.41446158
9_lithuania_224x224.jpg,lithuania,0.39480186
10_luxembourg_224x224.jpg,luxembourg,0.12058599
11_luxembourg_224x224.jpg,luxembourg,0.2767839
12_luxembourg_224x224.jpg,luxembourg,0.094743244
1_luxembourg_224x224.jpg,luxembourg,0.15909933
2_luxembourg_224x224.jpg,luxembourg,0.7906203
3_luxembourg_224x224.jpg,luxembourg,0.14708613
4_luxembourg_224x224.jpg,luxembourg,0.077500135
5_luxembourg_224x224.jpg,luxembourg,0.4468481
6_luxembourg_224x224.jpg,luxembourg,0.39353177
7_luxembourg_224x224.jpg,luxembourg,0.05663515
8_luxembourg_224x224.jpg,luxembourg,0.29851454
9_luxembourg_224x224.jpg,luxembourg,0.15707567
10_malta_224x224.jpg,malta,0.99802953
11_malta_224x224.jpg,malta,0.9999995
12_malta_224x224.jpg,malta,0.9461776
1_malta_224x224.jpg,malta,0.15262493
2_malta_224x224.jpg,malta,0.9696409
3_malta_224x224.jpg,malta,0.11717218
4_malta_224x224.jpg,malta,0.043192785
5_malta_224x224.jpg,malta,0.19302244
6_malta_224x224.jpg,malta,0.925857
7_malta_224x224.jpg,malta,0.067769386
8_malta_224x224.jpg,malta,0.01697046
9_malta_224x224.jpg,malta,0.15818086
10_montenegro_224x224.jpg,montenegro,0.14224437
11_montenegro_224x224.jpg,montenegro,0.16880994
12_montenegro_224x224.jpg,montenegro,0.010853196
1_montenegro_224x224.jpg,montenegro,0.56984913
2_montenegro_224x224.jpg,montenegro,0.49572906
3_montenegro_224x224.jpg,montenegro,0.15259501
4_montenegro_224x224.jpg,montenegro,0.087279215
5_montenegro_224x224.jpg,montenegro,0.3182312
6_montenegro_224x224.jpg,montenegro,0.22693947
7_montenegro_224x224.jpg,montenegro,0.012810715
8_montenegro_224x224.jpg,montenegro,0.49119058
9_montenegro_224x224.jpg,montenegro,0.34106442
10_netherlands_224x224.jpg,netherlands,0.030645585
11_netherlands_224x224.jpg,netherlands,0.2063276
12_netherlands_224x224.jpg,netherlands,0.18240008
1_netherlands_224x224.jpg,netherlands,0.053380955
2_netherlands_224x224.jpg,netherlands,0.049191322
3_netherlands_224x224.jpg,netherlands,0.029256659
4_netherlands_224x224.jpg,netherlands,0.75592357
5_netherlands_224x224.jpg,netherlands,0.99671006
6_netherlands_224x224.jpg,netherlands,0.07424833
7_netherlands_224x224.jpg,netherlands,0.1795023
8_netherlands_224x224.jpg,netherlands,0.5254283
9_netherlands_224x224.jpg,netherlands,0.07901079
10_northmacedonia_224x224.jpg,northmacedonia,0.74152666
11_northmacedonia_224x224.jpg,northmacedonia,0.8766645
12_northmacedonia_224x224.jpg,northmacedonia,0.07070943
1_northmacedonia_224x224.jpg,northmacedonia,0.099045634
2_northmacedonia_224x224.jpg,northmacedonia,0.42663595
3_northmacedonia_224x224.jpg,northmacedonia,0.03711603
4_northmacedonia_224x224.jpg,northmacedonia,0.59650046
5_northmacedonia_224x224.jpg,northmacedonia,0.324472
6_northmacedonia_224x224.jpg,northmacedonia,0.6723129
7_northmacedonia_224x224.jpg,northmacedonia,0.031691883
8_northmacedonia_224x224.jpg,northmacedonia,0.52610534
9_northmacedonia_224x224.jpg,northmacedonia,0.50023746
10_norway_224x224.jpg,norway,0.26731223
11_norway_224x224.jpg,norway,0.15152462
12_norway_224x224.jpg,norway,0.016335698
1_norway_224x224.jpg,norway,0.4907608
2_norway_224x224.jpg,norway,0.19548126
3_norway_224x224.jpg,norway,0.72373575
4_norway_224x224.jpg,norway,0.04896687
5_norway_224x224.jpg,norway,0.12772712
6_norway_224x224.jpg,norway,0.6463045
7_norway_224x224.jpg,norway,0.3377319
8_norway_224x224.jpg,norway,0.29897758
9_norway_224x224.jpg,norway,0.99700373
10_poland_224x224.jpg,poland,0.044504058
11_poland_224x224.jpg,poland,0.054673314
12_poland_224x224.jpg,poland,0.13366945
1_poland_224x224.jpg,poland,0.15339671
2_poland_224x224.jpg,poland,0.012756736
3_poland_224x224.jpg,poland,0.14851813
4_poland_224x224.jpg,poland,0.0010699437
5_poland_224x224.jpg,poland,0.08457609
6_poland_224x224.jpg,poland,0.040803738
7_poland_224x224.jpg,poland,0.043439504
8_poland_224x224.jpg,poland,0.059897363
9_poland_224x224.jpg,poland,0.068774216
10_portugal_224x224.jpg,portugal,0.30224904
11_portugal_224x224.jpg,portugal,0.041170478
12_portugal_224x224.jpg,portugal,0.20426147
1_portugal_224x224.jpg,portugal,0.010714068
2_portugal_224x224.jpg,portugal,0.9828865
3_portugal_224x224.jpg,portugal,0.9433586
4_portugal_224x224.jpg,portugal,0.023274263
5_portugal_224x224.jpg,portugal,0.37224096
6_portugal_224x224.jpg,portugal,0.25510657
7_portugal_224x224.jpg,portugal,0.9596004
8_portugal_224x224.jpg,portugal,0.8725051
9_portugal_224x224.jpg,portugal,0.01433534
10_romania_224x224.jpg,romania,0.029222336
11_romania_224x224.jpg,romania,0.03829865
12_romania_224x224.jpg,romania,0.018805154
1_romania_224x224.jpg,romania,0.109864265
2_romania_224x224.jpg,romania,0.52835643
3_romania_224x224.jpg,romania,0.09358806
4_romania_224x224.jpg,romania,0.12900034
5_romania_224x224.jpg,romania,0.11470058
6_romania_224x224.jpg,romania,0.00017545807
7_romania_224x224.jpg,romania,0.034469426
8_romania_224x224.jpg,romania,0.06570198
9_romania_224x224.jpg,romania,0.085060984
10_sanmarino_224x224.jpg,sanmarino,0.99669915
11_sanmarino_224x224.jpg,sanmarino,0.90042454
12_sanmarino_224x224.jpg,sanmarino,0.9992192
1_sanmarino_224x224.jpg,sanmarino,0.97950613
2_sanmarino_224x224.jpg,sanmarino,0.006530545
3_sanmarino_224x224.jpg,sanmarino,0.6516481
4_sanmarino_224x224.jpg,sanmarino,0.81135374
5_sanmarino_224x224.jpg,sanmarino,0.16070677
6_sanmarino_224x224.jpg,sanmarino,0.42785263
7_sanmarino_224x224.jpg,sanmarino,0.21485855
8_sanmarino_224x224.jpg,sanmarino,0.72488534
9_sanmarino_224x224.jpg,sanmarino,0.92604804
10_serbia_224x224.jpg,serbia,0.01840849
11_serbia_224x224.jpg,serbia,0.10209864
12_serbia_224x224.jpg,serbia,0.4707817
1_serbia_224x224.jpg,serbia,0.09974427
2_serbia_224x224.jpg,serbia,0.32131484
3_serbia_224x224.jpg,serbia,0.15637286
4_serbia_224x224.jpg,serbia,0.6408536
5_serbia_224x224.jpg,serbia,0.15446313
6_serbia_224x224.jpg,serbia,0.07075859
7_serbia_224x224.jpg,serbia,0.03825184
8_serbia_224x224.jpg,serbia,0.0011523745
9_serbia_224x224.jpg,serbia,0.056208074
10_slovakia_224x224.jpg,slovakia,0.08123594
11_slovakia_224x224.jpg,slovakia,0.04232382
12_slovakia_224x224.jpg,slovakia,0.04302361
1_slovakia_224x224.jpg,slovakia,0.018022232
2_slovakia_224x224.jpg,slovakia,0.23831533
3_slovakia_224x224.jpg,slovakia,0.11781974
4_slovakia_224x224.jpg,slovakia,0.018603737
5_slovakia_224x224.jpg,slovakia,0.11083452
6_slovakia_224x224.jpg,slovakia,0.16911429
7_slovakia_224x224.jpg,slovakia,0.31028458
8_slovakia_224x224.jpg,slovakia,0.071880735
9_slovakia_224x224.jpg,slovakia,0.04409397
10_slovenia_224x224.jpg,slovenia,0.2622107
11_slovenia_224x224.jpg,slovenia,0.040493194
12_slovenia_224x224.jpg,slovenia,0.0071593537
1_slovenia_224x224.jpg,slovenia,0.32703716
2_slovenia_224x224.jpg,slovenia,0.2090974
3_slovenia_224x224.jpg,slovenia,0.013104623
4_slovenia_224x224.jpg,slovenia,0.045961782
5_slovenia_224x224.jpg,slovenia,0.086643316
6_slovenia_224x224.jpg,slovenia,0.3028961
7_slovenia_224x224.jpg,slovenia,0.01443858
8_slovenia_224x224.jpg,slovenia,0.06665286
9_slovenia_224x224.jpg,slovenia,0.009712839
10_spain_224x224.jpg,spain,0.04316154
11_spain_224x224.jpg,spain,0.12498546
12_spain_224x224.jpg,spain,0.2582393
1_spain_224x224.jpg,spain,0.027271755
2_spain_224x224.jpg,spain,0.24610887
3_spain_224x224.jpg,spain,0.13703959
4_spain_224x224.jpg,spain,0.23229599
5_spain_224x224.jpg,spain,0.061328847
6_spain_224x224.jpg,spain,0.046792924
7_spain_224x224.jpg,spain,0.14831564
8_spain_224x224.jpg,spain,0.31631246
9_spain_224x224.jpg,spain,0.028976558
10_sweden_224x224.jpg,sweden,0.03477528
11_sweden_224x224.jpg,sweden,0.35518032
12_sweden_224x224.jpg,sweden,0.013289357
1_sweden_224x224.jpg,sweden,0.32452425
2_sweden_224x224.jpg,sweden,0.057761025
3_sweden_224x224.jpg,sweden,0.23699355
4_sweden_224x224.jpg,sweden,0.078284696
5_sweden_224x224.jpg,sweden,0.48277947
6_sweden_224x224.jpg,sweden,0.3159609
7_sweden_224x224.jpg,sweden,0.15738389
8_sweden_224x224.jpg,sweden,0.47686622
9_sweden_224x224.jpg,sweden,0.50794864
10_switzerland_224x224.jpg,switzerland,0.9999738
11_switzerland_224x224.jpg,switzerland,0.9999993
12_switzerland_224x224.jpg,switzerland,0.025030859
1_switzerland_224x224.jpg,switzerland,0.98886746
2_switzerland_224x224.jpg,switzerland,0.98035216
3_switzerland_224x224.jpg,switzerland,0.48821643
4_switzerland_224x224.jpg,switzerland,0.9988901
5_switzerland_224x224.jpg,switzerland,0.9799079
6_switzerland_224x224.jpg,switzerland,0.99271494
7_switzerland_224x224.jpg,switzerland,0.9844171
8_switzerland_224x224.jpg,switzerland,0.4427273
9_switzerland_224x224.jpg,switzerland,0.99740183
10_turkey_224x224.jpg,turkey,0.21608542
11_turkey_224x224.jpg,turkey,0.08554768
12_turkey_224x224.jpg,turkey,0.7675321
1_turkey_224x224.jpg,turkey,0.6712255
2_turkey_224x224.jpg,turkey,0.14283724
3_turkey_224x224.jpg,turkey,0.012755298
4_turkey_224x224.jpg,turkey,0.21789612
5_turkey_224x224.jpg,turkey,0.03685361
6_turkey_224x224.jpg,turkey,0.09856393
7_turkey_224x224.jpg,turkey,0.11101995
8_turkey_224x224.jpg,turkey,0.038879625
9_turkey_224x224.jpg,turkey,0.32807353
10_uk_224x224.jpg,uk,0.019726777
11_uk_224x224.jpg,uk,0.89844525
12_uk_224x224.jpg,uk,0.20516565
1_uk_224x224.jpg,uk,0.83519423
2_uk_224x224.jpg,uk,0.10547792
3_uk_224x224.jpg,uk,0.099899344
4_uk_224x224.jpg,uk,0.048357
5_uk_224x224.jpg,uk,0.036255784
6_uk_224x224.jpg,uk,0.8142781
7_uk_224x224.jpg,uk,0.0050926423
8_uk_224x224.jpg,uk,0.06536254
9_uk_224x224.jpg,uk,0.47872275
10_ukraine_224x224.jpg,ukraine,0.0742105
11_ukraine_224x224.jpg,ukraine,0.11896265
12_ukraine_224x224.jpg,ukraine,0.03587545
1_ukraine_224x224.jpg,ukraine,0.0035282439
2_ukraine_224x224.jpg,ukraine,0.42614308
3_ukraine_224x224.jpg,ukraine,0.07471825
4_ukraine_224x224.jpg,ukraine,0.0068400973
5_ukraine_224x224.jpg,ukraine,0.09117038
6_ukraine_224x224.jpg,ukraine,0.30604753
7_ukraine_224x224.jpg,ukraine,0.0329855
8_ukraine_224x224.jpg,ukraine,1.2507416e-05
9_ukraine_224x224.jpg,ukraine,0.56103474
